id,postcode,suburb,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_CODE_2021,SA1_NAME_2021,SA2_CODE_2021,SA2_NAME_2021,SA3_CODE_2021,SA3_NAME_2021,SA4_CODE_2021,SA4_NAME_2021,RA_2011,RA_2016,RA_2021,RA_2021_NAME,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,lgacode,electorate,electoraterating,sed_code,sed_name
"4746","3000","MELBOURNE","VIC","144.9825846","-37.81443733","CITY DELIVERY CENTRE","Delivery Area","Updated 17-Mar-2024 AUSPOST","20604","Melbourne City","206","Melbourne - Inner","R1","-37.8152065","144.963937","20604150622","North Melbourne","206041506","North Melbourne","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Melbourne","27.3321876525879","V1","PHN201","North Western Melbourne","Melbourne","24600","Melbourne","Inner Metropolitan","24703","Melbourne (Northern Metropolitan)"
"4747","3001","MELBOURNE","VIC","144.9825846","-37.81443733","CITY MAIL PROCESSING CENTRE","Post Office Boxes","Updated 17-Mar-2024 AUSPOST","20605","Port Phillip","206","Melbourne - Inner","R1","-37.8136276","144.9630576","","","","","","","","","1","1","","","1","1","Melbourne","27.3321876525879","V1","PHN203","","Melbourne","24600","Maribyrnong","","",""
"4748","3002","EAST MELBOURNE","VIC","144.9825846","-37.81443733","CITY DELIVERY CENTRE","Delivery Area","Updated 17-Mar-2024 AUSPOST","20604","Melbourne City","206","Melbourne - Inner","R1","-37.8161444","144.9804594","20604111915","East Melbourne","206041119","East Melbourne","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Melbourne","27.3321876525879","V1","PHN201","North Western Melbourne","Melbourne","24600","Melbourne","Inner Metropolitan","24703","Melbourne (Northern Metropolitan)"
"4749","3003","WEST MELBOURNE","VIC","144.949592","-37.810871","CITY DELIVERY CENTRE","Delivery Area","Updated 6-Feb-2020","20604","Melbourne City","206","Melbourne - Inner","R1","-37.8114504","144.9253974","20604151016","West Melbourne","206041510","West Melbourne - Residential","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Melbourne","15.3160629272461","V1","PHN201","North Western Melbourne","Melbourne","24600","Melbourne","Inner Metropolitan","24703","Melbourne (Northern Metropolitan)"
"4750","3004","MELBOURNE","VIC","144.9825846","-37.81443733","CITY DELIVERY CENTRE","Delivery Area","Updated 17-Mar-2024 AUSPOST","20605","Port Phillip","206","Melbourne - Inner","R1","-37.8301583","144.9804594","20605151429","Melbourne","206051514","St Kilda - West","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Macnamara","27.3321876525879","V1","PHN203","South Eastern Melbourne","Melbourne","24600","Macnamara","Inner Metropolitan","26906","Prahran (Southern Metropolitan)"
"4751","3004","ST KILDA ROAD CENTRAL","VIC","144.970161","-37.844246","Melbourne Metro","","Updated 6-Feb-2020","20605","Port Phillip","206","Melbourne - Inner","R1","-37.8368","144.976","20605151429","Melbourne","206051514","St Kilda - West","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Macnamara","-3492","V1","PHN203","South Eastern Melbourne","Melbourne","24600","Macnamara","Inner Metropolitan","26906","Prahran (Southern Metropolitan)"
"22851","3004","ST KILDA ROAD MELBOURNE","VIC","144.976","-37.8368","Melbourne Metro","","Updated 25-Jan-2020","20605","Port Phillip","206","Melbourne - Inner","R1","-37.8368","144.976","20605151429","Melbourne","206051514","St Kilda - West","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Macnamara","-3492","V1","PHN203","South Eastern Melbourne","Melbourne","24600","Macnamara","Inner Metropolitan","26906","Prahran (Southern Metropolitan)"
"4752","3005","WORLD TRADE CENTRE","VIC","144.950858","-37.824608","CITY DELIVERY CENTRE","Delivery Area","Updated 6-Feb-2020","20604","Melbourne City","206","Melbourne - Inner","R1","-37.8226739","144.953839","","","","","","","","","1","1","","","1","1","Melbourne","","V1","PHN201","North Western Melbourne","Melbourne","24600","Melbourne","","",""
"20754","3006","SOUTH WHARF","VIC","144.9520744","-37.82528675","Melbourne Metro","Delivery Area","Updated 6-Feb-2020","20605","Port Phillip","206","Melbourne - Inner","R1","-37.825","144.952","20605151219","Southbank","206051512","South Melbourne","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Macnamara","3.33676600456238","V1","PHN203","South Eastern Melbourne","Port Phillip","25900","Macnamara","Inner Metropolitan","26906","Prahran (Southern Metropolitan)"
"4753","3006","SOUTHBANK","VIC","144.965926","-37.823258","SOUTH MELBOURNE DC","Delivery Area","Updated 6-Feb-2020","20605","Port Phillip","206","Melbourne - Inner","R1","-37.829","144.957","20605151219","Southbank","206051512","South Melbourne","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Macnamara","3.33676600456238","V1","PHN203","South Eastern Melbourne","Port Phillip","25900","Macnamara","Inner Metropolitan","26906","Prahran (Southern Metropolitan)"
"4754","3008","DOCKLANDS","VIC","144.948039","-37.814719","CITY DELIVERY CENTRE","Delivery Area","Updated 6-Feb-2020","20604","Melbourne City","206","Melbourne - Inner","R1","-37.8170652","144.9419122","20605151104","Port Melbourne","206051511","Port Melbourne Industrial","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Melbourne","12.555121421814","V1","PHN203","South Eastern Melbourne","Melbourne","24600","Melbourne","Inner Metropolitan","24703","Melbourne (Northern Metropolitan)"
"4755","3010","UNIVERSITY OF MELBOURNE","VIC","144.961351","-37.796152","CARLTON DC","Delivery Area","Updated 6-Feb-2020","20604","Melbourne City","206","Melbourne - Inner","R1","-37.7983459","144.960974","","","","","","","","","1","1","","","1","1","Melbourne","44.1643333435059","V1","PHN201","North Western Melbourne","Melbourne","24600","Melbourne","","",""
"4756","3011","FOOTSCRAY","VIC","144.907953","-37.807101","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.7988987","144.892357","21303135123","West Footscray","213031351","West Footscray - Tottenham","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Gellibrand","2.80171084403992","V1","PHN201","North Western Melbourne","Maribyrnong","24330","Maribyrnong","Inner Metropolitan","22907","Footscray (Western Metropolitan)"
"4757","3011","SEDDON","VIC","144.907953","-37.807101","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.8055831","144.891002","21303135123","West Footscray","213031351","West Footscray - Tottenham","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Gellibrand","2.80171084403992","V1","PHN201","North Western Melbourne","Maribyrnong","24330","Maribyrnong","Inner Metropolitan","22907","Footscray (Western Metropolitan)"
"4758","3011","SEDDON WEST","VIC","144.907953","-37.807101","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.8053708","144.8918846","21303135123","West Footscray","213031351","West Footscray - Tottenham","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Gellibrand","2.80171084403992","V1","PHN201","North Western Melbourne","Maribyrnong","24330","Maribyrnong","Inner Metropolitan","22907","Footscray (Western Metropolitan)"
"4759","3012","BROOKLYN","VIC","144.861162","-37.807135","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.8173492","144.8465361","21303135128","West Footscray","213031351","West Footscray - Tottenham","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Maribyrnong","21.9553852081299","V1","PHN201","North Western Melbourne","Brimbank","21180","Maribyrnong","Inner Metropolitan","28707","Williamstown (Western Metropolitan)"
"4760","3012","KINGSVILLE","VIC","144.861162","-37.807135","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.809","144.878","21303135128","West Footscray","213031351","West Footscray - Tottenham","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Maribyrnong","21.9553852081299","V1","PHN201","North Western Melbourne","Brimbank","21180","Maribyrnong","Inner Metropolitan","28707","Williamstown (Western Metropolitan)"
"4761","3012","KINGSVILLE WEST","VIC","144.861162","-37.807135","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.809","144.878","21303135128","West Footscray","213031351","West Footscray - Tottenham","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Maribyrnong","21.9553852081299","V1","PHN201","North Western Melbourne","Brimbank","21180","Maribyrnong","Inner Metropolitan","28707","Williamstown (Western Metropolitan)"
"4762","3012","MAIDSTONE","VIC","144.861162","-37.807135","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.783","144.878","21303135128","West Footscray","213031351","West Footscray - Tottenham","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Maribyrnong","21.9553852081299","V1","PHN201","North Western Melbourne","Brimbank","21180","Maribyrnong","Inner Metropolitan","28707","Williamstown (Western Metropolitan)"
"4763","3012","TOTTENHAM","VIC","144.861162","-37.807135","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.806","144.857","21303135128","West Footscray","213031351","West Footscray - Tottenham","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Maribyrnong","21.9553852081299","V1","PHN201","North Western Melbourne","Brimbank","21180","Maribyrnong","Inner Metropolitan","28707","Williamstown (Western Metropolitan)"
"4764","3012","WEST FOOTSCRAY","VIC","144.861162","-37.807135","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.8006709","144.8716645","21303135128","West Footscray","213031351","West Footscray - Tottenham","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Maribyrnong","21.9553852081299","V1","PHN201","North Western Melbourne","Brimbank","21180","Maribyrnong","Inner Metropolitan","28707","Williamstown (Western Metropolitan)"
"4765","3013","YARRAVILLE","VIC","144.888686","-37.814183","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.819811","144.8813738","21303135234","Yarraville","213031352","Yarraville","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Gellibrand","16.8368587493896","V1","PHN201","North Western Melbourne","Maribyrnong","24330","Gellibrand","Inner Metropolitan","28707","Williamstown (Western Metropolitan)"
"4766","3013","YARRAVILLE WEST","VIC","144.888686","-37.814183","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.8148018","144.8852384","21303135234","Yarraville","213031352","Yarraville","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Gellibrand","16.8368587493896","V1","PHN201","North Western Melbourne","Maribyrnong","24330","Gellibrand","Inner Metropolitan","28707","Williamstown (Western Metropolitan)"
"4767","3015","NEWPORT","VIC","144.880556","-37.838242","NEWPORT DC","Delivery Area","Updated 6-Feb-2020","21302","Hobsons Bay","213","Melbourne - West","R1","-37.842","144.884","21302134442","Spotswood","213021344","Newport","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Gellibrand","","V1","PHN201","North Western Melbourne","Hobsons Bay","23110","Gellibrand","Inner Metropolitan","28707","Williamstown (Western Metropolitan)"
"4768","3015","SOUTH KINGSVILLE","VIC","144.880556","-37.838242","NEWPORT DC","Delivery Area","Updated 6-Feb-2020","21302","Hobsons Bay","213","Melbourne - West","R1","-37.8300643","144.8703715","21302134442","Spotswood","213021344","Newport","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Gellibrand","","V1","PHN201","North Western Melbourne","Hobsons Bay","23110","Gellibrand","Inner Metropolitan","28707","Williamstown (Western Metropolitan)"
"4769","3015","SPOTSWOOD","VIC","144.880556","-37.838242","NEWPORT DC","Delivery Area","Updated 6-Feb-2020","21302","Hobsons Bay","213","Melbourne - West","R1","-37.8292454","144.8813515","21302134442","Spotswood","213021344","Newport","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Gellibrand","","V1","PHN201","North Western Melbourne","Hobsons Bay","23110","Gellibrand","Inner Metropolitan","28707","Williamstown (Western Metropolitan)"
"4770","3016","WILLIAMSTOWN","VIC","144.888461","-37.863743","NEWPORT DC","Delivery Area","Updated 6-Feb-2020","21302","Hobsons Bay","213","Melbourne - West","R1","-37.861","144.885","21302134635","Williamstown","213021346","Williamstown","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Gellibrand","","V1","PHN201","North Western Melbourne","Hobsons Bay","23110","Gellibrand","Inner Metropolitan","28707","Williamstown (Western Metropolitan)"
"4771","3016","WILLIAMSTOWN NORTH","VIC","144.888461","-37.863743","NEWPORT DC","Delivery Area","Updated 6-Feb-2020","21302","Hobsons Bay","213","Melbourne - West","R1","-37.8517597","144.8689963","21302134635","Williamstown","213021346","Williamstown","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Gellibrand","","V1","PHN201","North Western Melbourne","Hobsons Bay","23110","Gellibrand","Inner Metropolitan","28707","Williamstown (Western Metropolitan)"
"4772","3018","ALTONA","VIC","144.812736","-37.86172","NEWPORT DC","Delivery Area","Updated 6-Feb-2020","21302","Hobsons Bay","213","Melbourne - West","R1","-37.8631512","144.8120218","21302134141","Altona","213021341","Altona","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Gellibrand","","V1","PHN201","North Western Melbourne","Hobsons Bay","23110","Gellibrand","Inner Metropolitan","28707","Williamstown (Western Metropolitan)"
"4773","3018","SEAHOLME","VIC","144.812736","-37.86172","NEWPORT DC","Delivery Area","Updated 6-Feb-2020","21302","Hobsons Bay","213","Melbourne - West","R1","-37.868","144.841","21302134141","Altona (Vic.)","213021341","Altona","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Gellibrand","","V1","PHN201","North Western Melbourne","Hobsons Bay","23110","Gellibrand","Inner Metropolitan","28707","Williamstown (Western Metropolitan)"
"4774","3019","BRAYBROOK","VIC","144.854014","-37.784683","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.7903679","144.8566207","21303134748","Braybrook","213031347","Braybrook","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Fraser","","V1","PHN201","North Western Melbourne","Maribyrnong","24330","Fraser","Inner Metropolitan","24307","Laverton (Western Metropolitan)"
"4775","3019","BRAYBROOK NORTH","VIC","144.854014","-37.784683","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.7903679","144.8566207","21303134748","Braybrook","213031347","Braybrook","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Fraser","","V1","PHN201","North Western Melbourne","Maribyrnong","24330","Fraser","Inner Metropolitan","24307","Laverton (Western Metropolitan)"
"4776","3019","ROBINSON","VIC","144.854014","-37.784683","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.793488","144.860535","21303134748","Braybrook","213031347","Braybrook","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Fraser","","V1","PHN201","North Western Melbourne","Maribyrnong","24330","Fraser","Inner Metropolitan","24307","Laverton (Western Metropolitan)"
"4777","3020","ALBION","VIC","144.829945","-37.777204","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21301","Brimbank","213","Melbourne - West","R1","-37.7755151","144.8154448","21301157017","Sunshine West","213011570","Derrimut","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Fraser","36.3751678466797","V1","PHN201","North Western Melbourne","Brimbank","21180","Fraser","Inner Metropolitan","27907","St Albans (Western Metropolitan)"
"4778","3020","GLENGALA","VIC","144.829945","-37.777204","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21301","Brimbank","213","Melbourne - West","R1","-37.78827","144.8087985","21301157017","Sunshine West","213011570","Derrimut","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Fraser","36.3751678466797","V1","PHN201","North Western Melbourne","Brimbank","21180","Fraser","Inner Metropolitan","27907","St Albans (Western Metropolitan)"
"4779","3020","SUNSHINE","VIC","144.829945","-37.777204","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21301","Brimbank","213","Melbourne - West","R1","-37.783657","144.8375652","21301157017","Sunshine West","213011570","Derrimut","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Fraser","36.3751678466797","V1","PHN201","North Western Melbourne","Brimbank","21180","Fraser","Inner Metropolitan","27907","St Albans (Western Metropolitan)"
"4780","3020","SUNSHINE NORTH","VIC","144.829945","-37.777204","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21301","Brimbank","213","Melbourne - West","R1","-37.7645428","144.8312453","21301157017","Sunshine West","213011570","Derrimut","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Fraser","36.3751678466797","V1","PHN201","North Western Melbourne","Brimbank","21180","Fraser","Inner Metropolitan","27907","St Albans (Western Metropolitan)"
"4781","3020","SUNSHINE WEST","VIC","144.8110787","-37.79809941","SUNSHINE DC","Delivery Area","Updated 17-Mar-2024 AUSPOST","21301","Brimbank","213","Melbourne - West","R1","-37.7946685","144.818759","21301157017","Sunshine West","213011570","Derrimut","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Fraser","36.3751678466797","V1","PHN201","North Western Melbourne","Brimbank","21180","Fraser","Inner Metropolitan","27907","St Albans (Western Metropolitan)"
"4782","3021","ALBANVALE","VIC","144.796693","-37.743361","ST ALBANS DC","Delivery Area","Updated 6-Feb-2020","21301","Brimbank","213","Melbourne - West","R1","-37.746","144.765","21301133538","St Albans (Vic.)","213011335","St Albans - South","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Fraser","70.4598159790039","V1","PHN201","North Western Melbourne","Brimbank","21180","Gorton","Outer Metropolitan","27907","St Albans (Western Metropolitan)"
"4783","3021","KEALBA","VIC","144.796693","-37.743361","ST ALBANS DC","Delivery Area","Updated 6-Feb-2020","21301","Brimbank","213","Melbourne - West","R1","-37.7327512","144.8238362","21301133538","St Albans (Vic.)","213011335","St Albans - South","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Fraser","70.4598159790039","V1","PHN201","North Western Melbourne","Brimbank","21180","Gorton","Outer Metropolitan","27907","St Albans (Western Metropolitan)"
"4784","3021","KINGS PARK","VIC","144.796693","-37.743361","ST ALBANS DC","Delivery Area","Updated 6-Feb-2020","21301","Brimbank","213","Melbourne - West","R1","-37.734","144.772","21301133538","St Albans (Vic.)","213011335","St Albans - South","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Fraser","70.4598159790039","V1","PHN201","North Western Melbourne","Brimbank","21180","Gorton","Outer Metropolitan","27907","St Albans (Western Metropolitan)"
"4785","3021","ST ALBANS","VIC","144.796693","-37.743361","ST ALBANS DC","Delivery Area","Updated 6-Feb-2020","21301","Brimbank","213","Melbourne - West","R1","-37.7442306","144.7999941","21301133538","St Albans (Vic.)","213011335","St Albans - South","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Fraser","70.4598159790039","V1","PHN201","North Western Melbourne","Brimbank","21180","Gorton","Outer Metropolitan","27907","St Albans (Western Metropolitan)"
"4786","3022","ARDEER","VIC","144.793961","-37.795937","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21301","Brimbank","213","Melbourne - West","R1","-37.7776716","144.7988921","21301156931","Deer Park","213011569","Deer Park","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Fraser","39.2066268920898","V1","PHN201","North Western Melbourne","Brimbank","21180","Fraser","Inner Metropolitan","27907","St Albans (Western Metropolitan)"
"4787","3022","DEER PARK EAST","VIC","144.793961","-37.795937","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21301","Brimbank","213","Melbourne - West","R1","-37.7776716","144.7988921","21301156931","Deer Park","213011569","Deer Park","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Fraser","39.2066268920898","V1","PHN201","North Western Melbourne","Brimbank","21180","Fraser","Inner Metropolitan","27907","St Albans (Western Metropolitan)"
"4788","3023","BURNSIDE","VIC","144.770641","-37.78272","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21304","Melton - Bacchus Marsh","213","Melbourne - West","R1","-37.753","144.754","21304146344","Caroline Springs","213041463","Caroline Springs","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Gorton","52.1570587158203","V1","PHN201","North Western Melbourne","Brimbank","21180","Gorton","Outer Metropolitan","28107","Sydenham (Western Metropolitan)"
"20755","3023","BURNSIDE HEIGHTS","VIC","144.755657","-37.73218752","Melbourne Metro","Delivery Area","Updated 6-Feb-2020","21304","Melton - Bacchus Marsh","213","Melbourne - West","R1","-37.727","144.76","21304146344","Caroline Springs","213041463","Caroline Springs","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Gorton","52.1570587158203","V1","PHN201","North Western Melbourne","Brimbank","21180","Gorton","Outer Metropolitan","28107","Sydenham (Western Metropolitan)"
"4789","3023","CAIRNLEA","VIC","144.770641","-37.78272","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21304","Melton - Bacchus Marsh","213","Melbourne - West","R1","-37.7578477","144.7913339","21304146344","Caroline Springs","213041463","Caroline Springs","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Gorton","52.1570587158203","V1","PHN201","North Western Melbourne","Brimbank","21180","Gorton","Outer Metropolitan","28107","Sydenham (Western Metropolitan)"
"4790","3023","CAROLINE SPRINGS","VIC","144.770641","-37.78272","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21304","Melton - Bacchus Marsh","213","Melbourne - West","R1","-37.745","144.74","21304146344","Caroline Springs","213041463","Caroline Springs","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Gorton","52.1570587158203","V1","PHN201","North Western Melbourne","Brimbank","21180","Gorton","Outer Metropolitan","28107","Sydenham (Western Metropolitan)"
"4791","3023","DEER PARK","VIC","144.770641","-37.78272","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21304","Melton - Bacchus Marsh","213","Melbourne - West","R1","-37.7702749","144.7747728","21304146344","Caroline Springs","213041463","Caroline Springs","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Gorton","52.1570587158203","V1","PHN201","North Western Melbourne","Brimbank","21180","Gorton","Outer Metropolitan","28107","Sydenham (Western Metropolitan)"
"4792","3023","DEER PARK NORTH","VIC","144.770641","-37.78272","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21304","Melton - Bacchus Marsh","213","Melbourne - West","R1","-37.7561","144.7735655","21304146344","Caroline Springs","213041463","Caroline Springs","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Gorton","52.1570587158203","V1","PHN201","North Western Melbourne","Brimbank","21180","Gorton","Outer Metropolitan","28107","Sydenham (Western Metropolitan)"
"4793","3023","RAVENHALL","VIC","144.770641","-37.78272","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21304","Melton - Bacchus Marsh","213","Melbourne - West","R1","-37.7910708","144.7257546","21304146344","Caroline Springs","213041463","Caroline Springs","21402","Mornington Peninsula","214","Mornington Peninsula","2","1","20","Major Cities of Australia","2","1","Gorton","52.1570587158203","V1","PHN201","North Western Melbourne","Brimbank","21180","Gorton","Outer Metropolitan","28107","Sydenham (Western Metropolitan)"
"20756","3024","FIELDSTONE","VIC","144.649936","-37.75045631","Melbourne Metro","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.7472","144.649","21305159035","Wyndham Vale","213051590","Wyndham Vale - South","21704","Warrnambool","217","Warrnambool and South West","2","1","21","Inner Regional Australia","2","1","Lalor","56.6905975341797","V1","PHN201","North Western Melbourne","Melton","24650","Lalor","Outer Metropolitan","28607","Werribee (Western Metropolitan)"
"4794","3024","MAMBOURIN","VIC","144.556552","-37.899873","HOPPERS CROSSING DEL CENTRE","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.892471","144.5964645","21305159035","Wyndham Vale","213051590","Wyndham Vale - South","21704","Warrnambool","217","Warrnambool and South West","2","2","21","Inner Regional Australia","2","2","Lalor","56.6905975341797","V1","PHN201","North Western Melbourne","Melton","24650","Lalor","Outer Metropolitan","28607","Werribee (Western Metropolitan)"
"20757","3024","MANOR LAKES","VIC","144.5812323","-37.86694209","Melbourne Metro","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.8734","144.582","21305159035","Wyndham Vale","213051590","Wyndham Vale - South","21704","Warrnambool","217","Warrnambool and South West","2","2","21","Inner Regional Australia","2","2","Lalor","56.6905975341797","V1","PHN201","North Western Melbourne","Melton","24650","Lalor","Outer Metropolitan","28607","Werribee (Western Metropolitan)"
"4795","3024","MOUNT COTTRELL","VIC","144.556552","-37.899873","HOPPERS CROSSING DEL CENTRE","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.7968182","144.6229115","21305159035","Wyndham Vale","213051590","Wyndham Vale - South","21704","Warrnambool","217","Warrnambool and South West","1","1","21","Inner Regional Australia","1","1","Lalor","56.6905975341797","V1","PHN201","North Western Melbourne","Melton","24650","Lalor","Outer Metropolitan","28607","Werribee (Western Metropolitan)"
"4796","3024","WYNDHAM VALE","VIC","144.556552","-37.899873","HOPPERS CROSSING DEL CENTRE","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.89","144.63","21305159035","Wyndham Vale","213051590","Wyndham Vale - South","21704","Warrnambool","217","Warrnambool and South West","1","1","21","Inner Regional Australia","1","1","Lalor","56.6905975341797","V1","PHN201","North Western Melbourne","Melton","24650","Lalor","Outer Metropolitan","28607","Werribee (Western Metropolitan)"
"4797","3025","ALTONA EAST","VIC","144.839704","-37.835562","NEWPORT DC","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.8388686","144.8346241","21302134432","South Kingsville","213021344","Newport","21402","Mornington Peninsula","214","Mornington Peninsula","1","1","20","Major Cities of Australia","1","1","Gellibrand","15.0428400039673","V1","PHN201","North Western Melbourne","Hobsons Bay","23110","Gellibrand","Inner Metropolitan","28707","Williamstown (Western Metropolitan)"
